Provider,total_claims,total_billed,avg_billed,max_billed,avg_claim_duration,avg_hospital_stay,avg_deductible,avg_patient_age,inpatient_claims,outpatient_claims,unique_patients,unique_physicians,patient_death_rate,FraudLabel,inpatient_ratio,claims_per_patient,billed_per_patient,PotentialFraud,FraudProbability
PRV52059,1287,540810,420.2097902097902,41000,1.473970473970474,0.07536907536907538,13.872571872571873,74.21756021756022,13,1274,430,18,0.003108003108003108,1,0.010101010101010102,2.9930232558139536,1257.6976744186047,Yes,0.9139
PRV52061,131,31790,242.67175572519085,3300,1.3969465648854962,0.0,2.519083969465649,72.98473282442748,0,131,121,50,0.007633587786259542,0,0.0,1.0826446280991735,262.72727272727275,No,0.0027
PRV52062,184,56860,309.0217391304348,3300,1.0706521739130435,0.0,1.3043478260869565,74.10326086956522,0,184,181,70,0.0,0,0.0,1.0165745856353592,314.1436464088398,No,0.0034
PRV52063,792,1116210,1409.3560606060605,50000,1.928030303030303,0.5959595959595959,118.04040404040404,73.14520202020202,88,704,728,143,0.006313131313131313,0,0.1111111111111111,1.0879120879120878,1533.2554945054944,No,0.4493
PRV52064,2844,1119680,393.69901547116734,31000,1.5327004219409284,0.06504922644163151,16.862165963431785,73.07524613220816,38,2806,1536,66,0.01090014064697609,1,0.013361462728551337,1.8515625,728.9583333333334,Yes,0.9495
PRV52065,325,1250280,3847.0153846153844,69000,2.624615384615385,1.7384615384615385,379.9076923076923,73.76615384615384,116,209,316,132,0.006153846153846154,1,0.3569230769230769,1.0284810126582278,3956.5822784810125,Yes,0.9578
PRV52066,1455,386530,265.65635738831617,4300,1.3402061855670102,0.0,2.9896907216494846,73.68522336769759,0,1455,630,4,0.004810996563573883,1,0.0,2.3095238095238093,613.5396825396825,Yes,0.9374
PRV52068,48,13080,272.5,1700,0.7708333333333334,0.0,8.75,75.64583333333333,0,48,48,25,0.0,0,0.0,1.0,272.5,No,0.0045
PRV52069,88,22280,253.1818181818182,3200,1.8977272727272727,0.0,3.1818181818181817,75.07954545454545,0,88,84,42,0.0,0,0.0,1.0476190476190477,265.23809523809524,No,0.002
PRV52071,749,259850,346.92923898531376,14030,1.520694259012016,0.0,2.616822429906542,73.69425901201602,0,749,328,30,0.0053404539385847796,0,0.0,2.283536585365854,792.2256097560976,No,0.2853
PRV52072,132,421030,3189.621212121212,43000,2.1666666666666665,1.7121212121212122,307.6060606060606,73.63636363636364,41,91,124,47,0.0,0,0.3106060606060606,1.064516129032258,3395.4032258064517,No,0.3815
PRV52073,64,359250,5613.28125,56000,3.125,2.171875,467.25,74.09375,28,36,63,15,0.0,0,0.4375,1.0158730158730158,5702.380952380952,No,0.2762
PRV52074,141,161600,1146.099290780142,33000,1.3617021276595744,0.3475177304964539,84.52482269503547,72.40425531914893,11,130,134,50,0.014184397163120567,0,0.07801418439716312,1.0522388059701493,1205.9701492537313,No,0.0924
PRV52075,5,1220,244.0,600,4.0,0.0,0.0,62.0,0,5,5,4,0.4,0,0.0,1.0,244.0,No,0.0027
PRV52076,221,554060,2507.0588235294117,46000,2.9004524886877827,1.2352941176470589,267.19457013574663,74.1131221719457,56,165,199,97,0.004524886877828055,0,0.25339366515837103,1.1105527638190955,2784.221105527638,No,0.1974
PRV52077,1156,1364150,1180.060553633218,112000,1.7396193771626298,0.4991349480968858,97.3477508650519,74.71020761245674,104,1052,695,13,0.012110726643598616,1,0.08996539792387544,1.6633093525179856,1962.8057553956835,Yes,0.9485
PRV52079,33,45100,1366.6666666666667,15000,3.3636363636363638,1.393939393939394,226.54545454545453,72.60606060606061,7,26,31,22,0.0,0,0.21212121212121213,1.064516129032258,1454.8387096774193,No,0.0465
PRV52081,24,28270,1177.9166666666667,9000,1.625,0.75,133.5,76.04166666666667,3,21,24,17,0.0,0,0.125,1.0,1177.9166666666667,No,0.0071
PRV52082,8,880,110.0,400,0.0,0.0,0.0,80.375,0,8,8,5,0.0,0,0.0,1.0,110.0,No,0.0008
PRV52084,34,107750,3169.1176470588234,21000,1.9705882352941178,1.4705882352941178,314.70588235294116,72.0,10,24,32,22,0.029411764705882353,0,0.29411764705882354,1.0625,3367.1875,No,0.0925
PRV52085,824,240620,292.0145631067961,12060,1.4526699029126213,0.0,3.070388349514563,73.13106796116504,0,824,747,145,0.0048543689320388345,0,0.0,1.1030789825970548,322.1151271753681,No,0.0604
PRV52087,56,20350,363.39285714285717,3000,1.4464285714285714,0.125,42.42857142857143,74.05357142857143,2,54,44,24,0.0,0,0.03571428571428571,1.2727272727272727,462.5,No,0.0024
PRV52088,44,24990,567.9545454545455,18000,0.9545454545454546,0.06818181818181818,28.818181818181817,75.5909090909091,1,43,44,10,0.0,0,0.022727272727272728,1.0,567.9545454545455,No,0.0087
PRV52089,145,221580,1528.1379310344828,49000,1.7517241379310344,0.4068965517241379,114.82758620689656,76.28965517241379,15,130,102,19,0.020689655172413793,1,0.10344827586206896,1.4215686274509804,2172.3529411764707,Yes,0.5391
PRV52090,303,98250,324.25742574257424,5700,1.5577557755775577,0.0,1.386138613861386,74.66006600660066,0,303,279,47,0.006600660066006601,0,0.0,1.086021505376344,352.1505376344086,No,0.0057
PRV52092,159,141470,889.7484276729559,18000,1.2389937106918238,0.41509433962264153,82.74213836477988,73.21383647798743,12,147,144,62,0.0,0,0.07547169811320754,1.1041666666666667,982.4305555555555,No,0.0388
PRV52094,53,161120,3040.0,57000,1.3773584905660377,0.8301886792452831,143.88679245283018,73.58490566037736,8,45,50,27,0.018867924528301886,0,0.1509433962264151,1.06,3222.4,No,0.2116
PRV52095,38,15560,409.4736842105263,5000,1.236842105263158,0.10526315789473684,28.105263157894736,72.36842105263158,1,37,37,30,0.0,0,0.02631578947368421,1.027027027027027,420.5405405405405,No,0.002
PRV52097,55,19640,357.09090909090907,4200,2.036363636363636,0.05454545454545454,21.236363636363638,73.30909090909091,1,54,51,20,0.0,0,0.01818181818181818,1.0784313725490196,385.0980392156863,No,0.0016
PRV52098,469,122660,261.5351812366738,3300,1.5458422174840085,0.0,4.029850746268656,73.17697228144989,0,469,435,131,0.010660980810234541,0,0.0,1.07816091954023,281.97701149425285,No,0.0195
PRV52099,90,31370,348.55555555555554,9000,1.2222222222222223,0.15555555555555556,27.955555555555556,69.26666666666667,2,88,71,31,0.0,0,0.022222222222222223,1.267605633802817,441.83098591549293,No,0.007
PRV52100,201,1533150,7627.611940298508,57000,5.393034825870647,5.323383084577115,861.223880597015,73.08955223880596,164,37,177,35,0.01990049751243781,1,0.8159203980099502,1.1355932203389831,8661.864406779661,Yes,0.9698
PRV52101,15,12500,833.3333333333334,10000,1.6,0.13333333333333333,71.2,75.26666666666667,1,14,15,9,0.0,0,0.06666666666666667,1.0,833.3333333333334,No,0.0023
PRV52102,15,1910,127.33333333333333,400,1.0666666666666667,0.0,5.333333333333333,78.33333333333333,0,15,15,10,0.0,0,0.0,1.0,127.33333333333333,No,0.0023
PRV52104,1189,347070,291.9007569386039,6060,1.6349873843566023,0.0,2.6913372582001682,73.5004205214466,0,1189,663,10,0.011774600504625737,0,0.0,1.7933634992458523,523.4841628959276,No,0.1182
PRV52105,26,12780,491.53846153846155,3300,2.8461538461538463,0.0,0.0,75.73076923076923,0,26,25,6,0.038461538461538464,0,0.0,1.04,511.2,No,0.0057
PRV52107,119,124760,1048.4033613445379,24000,1.4285714285714286,0.5546218487394958,85.14285714285714,72.76470588235294,10,109,114,5,0.0,0,0.08403361344537816,1.043859649122807,1094.3859649122808,No,0.0552
PRV52109,248,75580,304.758064516129,3300,1.1774193548387097,0.0,2.0161290322580645,74.50806451612904,0,248,222,110,0.028225806451612902,0,0.0,1.117117117117117,340.45045045045043,No,0.0083
PRV52111,85,89960,1058.3529411764705,37000,1.7529411764705882,0.3176470588235294,115.43529411764706,73.71764705882353,9,76,82,36,0.011764705882352941,0,0.10588235294117647,1.0365853658536586,1097.0731707317073,No,0.0104
PRV52112,85,259790,3056.3529411764707,29000,2.7176470588235295,1.6470588235294117,305.2,72.54117647058824,24,61,85,41,0.0,0,0.2823529411764706,1.0,3056.3529411764707,No,0.1197
PRV52113,120,22170,184.75,3300,0.7083333333333334,0.0,5.083333333333333,73.275,0,120,53,4,0.041666666666666664,0,0.0,2.2641509433962264,418.3018867924528,No,0.0064
PRV52114,1269,1418220,1117.5886524822695,57000,1.9156816390858944,0.46020488573680063,89.50669818754925,72.8408195429472,105,1164,633,13,0.004728132387706856,1,0.08274231678486997,2.004739336492891,2240.473933649289,Yes,0.9613
PRV52115,90,241500,2683.3333333333335,40000,2.2777777777777777,1.5444444444444445,230.24444444444444,71.4,20,70,74,38,0.0,1,0.2222222222222222,1.2162162162162162,3263.5135135135133,Yes,0.2102
PRV52118,52,113660,2185.769230769231,57000,0.6730769230769231,0.5,88.11538461538461,70.63461538461539,4,48,49,20,0.0,0,0.07692307692307693,1.0612244897959184,2319.591836734694,No,0.1048
PRV52119,52,202380,3891.923076923077,35000,3.923076923076923,1.7884615384615385,329.0,70.0576923076923,16,36,51,26,0.0,1,0.3076923076923077,1.0196078431372548,3968.235294117647,Yes,0.5511
PRV52120,1231,1950720,1584.6628757108042,57000,2.0454914703493094,0.7782290820471162,139.79853777416736,73.38748984565395,165,1066,1098,54,0.00487408610885459,1,0.13403736799350122,1.121129326047359,1776.6120218579235,Yes,0.9675
PRV52121,53,49610,936.0377358490566,12000,2.339622641509434,0.24528301886792453,87.58490566037736,72.15094339622641,4,49,50,20,0.03773584905660377,0,0.07547169811320754,1.06,992.2,No,0.0286
PRV52122,41,18740,457.0731707317073,3300,1.7804878048780488,0.0,4.146341463414634,73.14634146341463,0,41,41,21,0.0,0,0.0,1.0,457.0731707317073,No,0.0013
PRV52123,256,1447140,5652.890625,57000,4.4765625,3.85546875,665.0859375,74.125,162,94,219,35,0.0,1,0.6328125,1.1689497716894977,6607.945205479452,Yes,0.973
PRV52124,115,189250,1645.6521739130435,43000,2.5739130434782607,0.5043478260869565,66.57391304347826,73.5391304347826,7,108,113,43,0.0,1,0.06086956521739131,1.0176991150442478,1674.7787610619469,Yes,0.4919
PRV52126,110,388830,3534.818181818182,20000,2.5090909090909093,2.090909090909091,380.2,72.37272727272727,39,71,106,69,0.0,0,0.35454545454545455,1.0377358490566038,3668.2075471698113,No,0.1408
PRV52127,15,73050,4870.0,51000,4.333333333333333,2.3333333333333335,356.0,74.4,5,10,15,14,0.0,0,0.3333333333333333,1.0,4870.0,No,0.1077
PRV52128,113,492550,4358.849557522124,37000,3.0353982300884956,2.672566371681416,473.8938053097345,71.79646017699115,53,60,106,11,0.0,0,0.4690265486725664,1.0660377358490567,4646.698113207547,No,0.1925
PRV52129,223,55590,249.28251121076232,3300,0.9237668161434978,0.0,3.1838565022421523,74.42152466367713,0,223,75,23,0.0,0,0.0,2.973333333333333,741.2,No,0.0638
PRV52130,93,141100,1517.2043010752689,57000,2.204301075268817,0.7956989247311828,119.56989247311827,70.96774193548387,10,83,90,45,0.0,0,0.10752688172043011,1.0333333333333334,1567.7777777777778,No,0.0724
PRV52131,84,349760,4163.809523809524,57000,2.511904761904762,1.5714285714285714,358.5,71.5,31,53,75,43,0.0,0,0.36904761904761907,1.12,4663.466666666666,No,0.3044
PRV52133,305,105080,344.5245901639344,4000,1.4,0.009836065573770493,10.806557377049181,72.92786885245901,2,303,270,42,0.006557377049180328,0,0.006557377049180328,1.1296296296296295,389.18518518518516,No,0.0076
PRV52135,263,1825550,6941.254752851711,57000,4.1216730038022815,3.958174904942966,836.5323193916349,74.96958174904942,210,53,239,41,0.0038022813688212928,1,0.7984790874524715,1.100418410041841,7638.284518828452,Yes,0.9726
PRV52136,104,380190,3655.673076923077,58000,2.3653846153846154,1.875,414.3269230769231,71.25961538461539,40,64,100,56,0.0,0,0.38461538461538464,1.04,3801.9,No,0.2356
PRV52138,188,58880,313.1914893617021,3300,1.6702127659574468,0.0,3.1914893617021276,70.94148936170212,0,188,179,75,0.010638297872340425,0,0.0,1.0502793296089385,328.93854748603354,No,0.0053
PRV52140,19,5130,270.0,3200,0.47368421052631576,0.0,4.2105263157894735,73.21052631578948,0,19,18,8,0.05263157894736842,0,0.0,1.0555555555555556,285.0,No,0.0021
PRV52141,671,220290,328.301043219076,10000,1.804769001490313,0.007451564828614009,8.023845007451564,72.32488822652758,3,668,341,40,0.004470938897168405,0,0.004470938897168405,1.967741935483871,646.0117302052786,No,0.1533
PRV52142,59,248520,4212.203389830508,33000,4.067796610169491,2.2542372881355934,509.22033898305085,76.40677966101696,28,31,59,35,0.0,0,0.4745762711864407,1.0,4212.203389830508,No,0.1037
PRV52143,17,8290,487.6470588235294,2300,5.705882352941177,0.0,2.9411764705882355,80.52941176470588,0,17,17,11,0.0,0,0.0,1.0,487.6470588235294,No,0.0025
PRV52144,134,123130,918.8805970149253,12000,1.708955223880597,0.373134328358209,96.76119402985074,71.94776119402985,12,122,133,64,0.007462686567164179,0,0.08955223880597014,1.0075187969924813,925.7894736842105,No,0.0227
PRV52145,245,60910,248.6122448979592,3300,1.3673469387755102,0.0,2.6530612244897958,73.53061224489795,0,245,236,51,0.004081632653061225,0,0.0,1.0381355932203389,258.09322033898303,No,0.0049
PRV52146,40,240710,6017.75,39000,4.725,3.375,640.8,76.8,24,16,39,30,0.0,0,0.6,1.0256410256410255,6172.051282051282,No,0.1424
PRV52147,211,291500,1381.516587677725,57000,1.90521327014218,0.5165876777251185,91.96208530805687,73.30331753554502,18,193,211,68,0.023696682464454975,1,0.08530805687203792,1.0,1381.516587677725,Yes,0.6766
PRV52148,78,345150,4425.0,30000,3.858974358974359,3.1025641025641026,577.0,75.55128205128206,42,36,76,35,0.01282051282051282,0,0.5384615384615384,1.0263157894736843,4541.4473684210525,No,0.0459
PRV52149,180,191550,1064.1666666666667,44000,1.9222222222222223,0.39444444444444443,87.4,73.34444444444445,16,164,174,65,0.0,0,0.08888888888888889,1.0344827586206897,1100.8620689655172,No,0.118
PRV52150,310,445240,1436.258064516129,57000,2.403225806451613,0.7161290322580646,108.60645161290323,73.94516129032257,31,279,288,118,0.0064516129032258064,0,0.1,1.0763888888888888,1545.9722222222222,No,0.2959
PRV52151,121,474110,3918.2644628099174,64000,3.074380165289256,2.190082644628099,407.75206611570246,74.41322314049587,47,74,114,62,0.0,1,0.3884297520661157,1.0614035087719298,4158.859649122807,Yes,0.6379
PRV52152,88,454360,5163.181818181818,47000,2.909090909090909,2.6931818181818183,534.6818181818181,76.01136363636364,47,41,84,52,0.0,0,0.5340909090909091,1.0476190476190477,5409.047619047619,No,0.1263
PRV52154,742,194350,261.92722371967653,4300,1.564690026954178,0.0,3.463611859838275,73.28436657681941,0,742,705,90,0.016172506738544475,0,0.0,1.052482269503546,275.6737588652482,No,0.0935
PRV52155,62,98490,1588.5483870967741,14000,3.7580645161290325,2.2419354838709675,211.06451612903226,76.61290322580645,12,50,56,35,0.0,0,0.1935483870967742,1.1071428571428572,1758.75,No,0.1558
PRV52156,124,271910,2192.8225806451615,92000,1.3064516129032258,0.4838709677419355,112.61290322580645,73.2741935483871,13,111,123,54,0.016129032258064516,0,0.10483870967741936,1.008130081300813,2210.650406504065,No,0.2481
PRV52157,227,494450,2178.193832599119,57000,2.7577092511013217,1.3127753303964758,200.863436123348,73.40969162995594,43,184,178,106,0.004405286343612335,0,0.1894273127753304,1.2752808988764044,2777.808988764045,No,0.4273
PRV52159,271,288300,1063.8376383763837,32000,1.3579335793357934,0.33948339483394835,96.90774907749078,73.66420664206642,24,247,263,87,0.01845018450184502,0,0.08856088560885608,1.0304182509505704,1096.1977186311788,No,0.0804
PRV52160,53,41460,782.2641509433962,12000,2.2641509433962264,0.2641509433962264,65.54716981132076,74.54716981132076,3,50,53,29,0.0,0,0.05660377358490566,1.0,782.2641509433962,No,0.0143
PRV52161,10,1660,166.0,600,0.0,0.0,0.0,79.4,0,10,10,7,0.0,0,0.0,1.0,166.0,No,0.0008
PRV52162,39,28000,717.9487179487179,14000,2.128205128205128,0.05128205128205128,32.256410256410255,75.2051282051282,1,38,36,20,0.0,0,0.02564102564102564,1.0833333333333333,777.7777777777778,No,0.0077
PRV52163,62,37470,604.3548387096774,7000,1.2741935483870968,0.03225806451612903,35.74193548387097,72.62903225806451,2,60,62,21,0.016129032258064516,0,0.03225806451612903,1.0,604.3548387096774,No,0.0067
PRV52165,72,114060,1584.1666666666667,15000,1.625,0.6111111111111112,149.86111111111111,72.18055555555556,10,62,62,39,0.05555555555555555,1,0.1388888888888889,1.1612903225806452,1839.6774193548388,Yes,0.1945
PRV52166,100,69300,693.0,15000,1.62,0.35,76.76,75.38,7,93,85,38,0.01,0,0.07,1.1764705882352942,815.2941176470588,No,0.0229
PRV52167,80,116390,1454.875,36000,2.2625,0.5,122.9,72.6,9,71,74,39,0.0,0,0.1125,1.0810810810810811,1572.837837837838,No,0.0703
PRV52168,78,17660,226.4102564102564,2700,0.9230769230769231,0.0,3.8461538461538463,73.57692307692308,0,78,77,36,0.0,0,0.0,1.0129870129870129,229.35064935064935,No,0.0009
PRV52169,39,10000,256.4102564102564,2000,1.6666666666666667,0.0,1.794871794871795,71.25641025641026,0,39,38,33,0.0,0,0.0,1.0263157894736843,263.1578947368421,No,0.0012
PRV52170,43,62090,1443.953488372093,44000,1.441860465116279,0.9767441860465116,74.51162790697674,71.0,3,40,43,27,0.0,0,0.06976744186046512,1.0,1443.953488372093,No,0.0238
PRV52171,12,17820,1485.0,8000,1.5833333333333333,1.25,267.0,77.25,3,9,12,8,0.0,0,0.25,1.0,1485.0,No,0.0027
PRV52173,119,1381400,11608.403361344537,73000,6.571428571428571,6.571428571428571,1050.0504201680671,73.27731092436974,119,0,108,3,0.0,1,1.0,1.1018518518518519,12790.74074074074,Yes,0.9797
PRV52174,4,830,207.5,700,0.0,0.0,0.0,72.0,0,4,4,3,0.0,0,0.0,1.0,207.5,No,0.0016
PRV52175,221,58320,263.8914027149321,5000,1.16289592760181,0.0,1.8552036199095023,74.18552036199095,0,221,215,63,0.004524886877828055,0,0.0,1.027906976744186,271.25581395348837,No,0.0041
PRV52176,21,312000,14857.142857142857,44000,4.476190476190476,4.476190476190476,1068.0,77.14285714285714,21,0,21,4,0.0,0,1.0,1.0,14857.142857142857,No,0.0707
PRV52177,39,33850,867.9487179487179,14000,1.794871794871795,0.6923076923076923,140.76923076923077,76.51282051282051,5,34,39,20,0.0,0,0.1282051282051282,1.0,867.9487179487179,No,0.0093
PRV52178,136,1379590,10144.04411764706,57000,6.492647058823529,6.485294117647059,1013.0294117647059,73.63970588235294,133,3,121,6,0.0,1,0.9779411764705882,1.1239669421487604,11401.570247933885,Yes,0.977
PRV52179,44,39910,907.0454545454545,19000,1.8636363636363635,0.25,52.40909090909091,67.1590909090909,2,42,19,5,0.022727272727272728,0,0.045454545454545456,2.3157894736842106,2100.5263157894738,No,0.0249
PRV52180,62,78720,1269.6774193548388,28000,1.6612903225806452,0.5,92.25806451612904,74.09677419354838,5,57,58,26,0.016129032258064516,0,0.08064516129032258,1.0689655172413792,1357.2413793103449,No,0.0163
PRV52181,27,108640,4023.703703703704,21000,4.481481481481482,2.2222222222222223,395.55555555555554,70.25925925925925,10,17,25,19,0.0,1,0.37037037037037035,1.08,4345.6,Yes,0.4381
PRV52182,109,63620,583.6697247706422,11000,2.238532110091743,0.1743119266055046,52.018348623853214,76.44954128440367,5,104,54,8,0.027522935779816515,0,0.045871559633027525,2.0185185185185186,1178.148148148148,No,0.0771
PRV52184,21,2960,140.95238095238096,1000,0.7619047619047619,0.0,0.0,71.95238095238095,0,21,20,7,0.0,0,0.0,1.05,148.0,No,0.002
PRV52185,68,15510,228.08823529411765,1700,1.4852941176470589,0.0,3.3823529411764706,71.69117647058823,0,68,54,1,0.0,0,0.0,1.2592592592592593,287.22222222222223,No,0.0051
PRV52186,41,7160,174.6341463414634,1500,1.0731707317073171,0.0,2.682926829268293,74.48780487804878,0,41,38,10,0.024390243902439025,0,0.0,1.0789473684210527,188.42105263157896,No,0.0111
PRV52187,27,7440,275.55555555555554,2300,2.7777777777777777,0.0,0.0,74.0,0,27,25,6,0.037037037037037035,0,0.0,1.08,297.6,No,0.0015
PRV52188,33,171080,5184.242424242424,57000,4.212121212121212,2.787878787878788,454.3030303030303,73.78787878787878,14,19,32,12,0.0,0,0.42424242424242425,1.03125,5346.25,No,0.3955
PRV52189,23,5890,256.0869565217391,2600,2.1739130434782608,0.0,2.608695652173913,77.3913043478261,0,23,20,4,0.0,0,0.0,1.15,294.5,No,0.0012
PRV52191,28,8640,308.57142857142856,2700,1.7142857142857142,0.0,0.0,75.89285714285714,0,28,25,17,0.0,0,0.0,1.12,345.6,No,0.0015
PRV52192,32,52060,1626.875,12000,1.53125,0.8125,200.25,77.0,6,26,29,13,0.0,0,0.1875,1.103448275862069,1795.1724137931035,No,0.042
PRV52193,153,28620,187.05882352941177,2200,1.5359477124183007,0.0,4.967320261437909,73.93464052287581,0,153,125,2,0.013071895424836602,0,0.0,1.224,228.96,No,0.0064
PRV52195,10,120000,12000.0,43000,6.5,6.5,1068.0,72.0,10,0,10,8,0.0,1,1.0,1.0,12000.0,Yes,0.5258
PRV52196,6,2710,451.6666666666667,1400,0.6666666666666666,0.0,0.0,74.5,0,6,6,2,0.0,0,0.0,1.0,451.6666666666667,No,0.0017
PRV52197,10,114000,11400.0,57000,7.7,7.7,1068.0,77.8,10,0,10,4,0.0,0,1.0,1.0,11400.0,No,0.0867
PRV52199,10,1080,108.0,400,0.9,0.0,8.0,69.1,0,10,10,4,0.0,0,0.0,1.0,108.0,No,0.0013
PRV52200,1,40,40.0,40,0.0,0.0,0.0,84.0,0,1,1,1,0.0,0,0.0,1.0,40.0,No,0.0037
PRV52201,9,450,50.0,100,4.111111111111111,0.0,0.0,71.33333333333333,0,9,9,1,0.0,0,0.0,1.0,50.0,No,0.0007
PRV52202,50,8200,164.0,1100,0.42,0.0,0.0,75.12,0,50,49,2,0.0,0,0.0,1.0204081632653061,167.3469387755102,No,0.0022
PRV52204,9,2590,287.77777777777777,1200,2.3333333333333335,0.0,0.0,81.33333333333333,0,9,8,1,0.0,0,0.0,1.125,323.75,No,0.0018
PRV52205,2,1120,560.0,1100,0.0,0.0,0.0,57.0,0,2,2,1,0.0,0,0.0,1.0,560.0,No,0.0015
PRV52206,5,1810,362.0,1300,5.6,0.0,0.0,69.0,0,5,5,2,0.0,0,0.0,1.0,362.0,No,0.0022
PRV52208,13,4560,350.7692307692308,2000,0.15384615384615385,0.0,3.8461538461538463,76.6923076923077,0,13,12,1,0.0,0,0.0,1.0833333333333333,380.0,No,0.0019
PRV52209,8,4960,620.0,2900,5.0,0.0,0.0,79.5,0,8,8,3,0.0,0,0.0,1.0,620.0,No,0.0009
PRV52211,130,26860,206.6153846153846,3300,0.6076923076923076,0.0,0.7692307692307693,74.66153846153846,0,130,124,2,0.007692307692307693,0,0.0,1.0483870967741935,216.61290322580646,No,0.0089
PRV52212,64,13220,206.5625,3000,0.984375,0.0,0.78125,75.109375,0,64,62,2,0.0,0,0.0,1.032258064516129,213.2258064516129,No,0.0037
PRV52213,7,590,84.28571428571429,200,1.2857142857142858,0.0,0.0,82.57142857142857,0,7,7,3,0.0,0,0.0,1.0,84.28571428571429,No,0.0015
PRV52214,47,12680,269.78723404255317,2600,1.702127659574468,0.0,5.531914893617022,76.08510638297872,0,47,43,1,0.0,0,0.0,1.0930232558139534,294.8837209302326,No,0.0021
PRV52216,15,4940,329.3333333333333,3300,2.6666666666666665,0.0,9.333333333333334,73.26666666666667,0,15,14,2,0.0,0,0.0,1.0714285714285714,352.85714285714283,No,0.001
PRV52217,5,520,104.0,400,0.2,0.0,0.0,75.0,0,5,4,3,0.0,0,0.0,1.25,130.0,No,0.0014
PRV52218,8,1660,207.5,900,0.0,0.0,0.0,70.625,0,8,8,2,0.0,0,0.0,1.0,207.5,No,0.0019
PRV52219,4,2780,695.0,2100,0.0,0.0,0.0,69.5,0,4,4,2,0.0,0,0.0,1.0,695.0,No,0.0015
PRV52220,12,2200,183.33333333333334,900,0.0,0.0,0.0,66.91666666666667,0,12,12,2,0.0,0,0.0,1.0,183.33333333333334,No,0.0007
PRV52221,1,10,10.0,10,0.0,0.0,0.0,51.0,0,1,1,1,0.0,0,0.0,1.0,10.0,No,0.0011
PRV52222,54,16920,313.3333333333333,3100,2.3333333333333335,0.0,1.1111111111111112,74.83333333333333,0,54,52,1,0.0,0,0.0,1.0384615384615385,325.38461538461536,No,0.001
PRV52224,41,10100,246.34146341463415,3300,2.317073170731707,0.0,2.4390243902439024,70.5609756097561,0,41,35,4,0.04878048780487805,0,0.0,1.1714285714285715,288.57142857142856,No,0.0065
PRV52225,6,840,140.0,400,0.0,0.0,16.666666666666668,74.66666666666667,0,6,6,2,0.0,0,0.0,1.0,140.0,No,0.0019
PRV52226,2,100,50.0,90,2.0,0.0,0.0,68.0,0,2,2,1,0.0,0,0.0,1.0,50.0,No,0.0009
PRV52227,7,5560,794.2857142857143,2400,3.0,0.0,14.285714285714286,80.42857142857143,0,7,6,2,0.0,0,0.0,1.1666666666666667,926.6666666666666,No,0.0018
PRV52228,8,2400,300.0,1800,3.375,0.0,0.0,82.875,0,8,8,2,0.0,0,0.0,1.0,300.0,No,0.001
PRV52229,11,370,33.63636363636363,80,1.8181818181818181,0.0,5.454545454545454,77.72727272727273,0,11,11,1,0.0,0,0.0,1.0,33.63636363636363,No,0.0022
PRV52230,43,15100,351.16279069767444,3200,0.9069767441860465,0.0,0.0,74.27906976744185,0,43,15,2,0.0,0,0.0,2.8666666666666667,1006.6666666666666,No,0.0026
PRV52231,6,3980,663.3333333333334,3300,3.3333333333333335,0.0,16.666666666666668,77.5,0,6,6,2,0.0,0,0.0,1.0,663.3333333333334,No,0.0015
PRV52232,4,640,160.0,500,0.0,0.0,25.0,75.75,0,4,4,1,0.0,0,0.0,1.0,160.0,No,0.0022
PRV52233,216,63540,294.1666666666667,8050,1.6388888888888888,0.0,1.9907407407407407,72.0,0,216,156,3,0.009259259259259259,0,0.0,1.3846153846153846,407.3076923076923,No,0.0049
PRV52235,2,970,485.0,900,0.0,0.0,0.0,66.0,0,2,2,1,0.0,0,0.0,1.0,485.0,No,0.0027
PRV52236,14,5780,412.85714285714283,1800,1.9285714285714286,0.0,0.0,74.42857142857143,0,14,13,3,0.0,0,0.0,1.0769230769230769,444.61538461538464,No,0.0007
PRV52237,38,7400,194.73684210526315,1700,1.9473684210526316,0.0,7.105263157894737,74.34210526315789,0,38,38,3,0.0,0,0.0,1.0,194.73684210526315,No,0.0037
PRV52238,11,1530,139.0909090909091,400,0.45454545454545453,0.0,0.0,67.0,0,11,10,3,0.0,0,0.0,1.1,153.0,No,0.0007
PRV52240,62,25220,406.7741935483871,3300,2.306451612903226,0.0,0.4838709677419355,74.95161290322581,0,62,61,6,0.0,0,0.0,1.0163934426229508,413.44262295081967,No,0.001
PRV52241,23,5690,247.3913043478261,3300,1.7391304347826086,0.0,0.0,74.30434782608695,0,23,22,4,0.0,0,0.0,1.0454545454545454,258.6363636363636,No,0.0012
PRV52242,31,13600,438.7096774193548,3300,3.3548387096774195,0.0,5.483870967741935,75.06451612903226,0,31,30,2,0.0,0,0.0,1.0333333333333334,453.3333333333333,No,0.0036
PRV52246,67,26510,395.67164179104475,3300,2.626865671641791,0.0,1.492537313432836,69.77611940298507,0,67,47,2,0.0,0,0.0,1.425531914893617,564.0425531914893,No,0.004
PRV52247,49,10890,222.24489795918367,2800,0.7346938775510204,0.0,1.6326530612244898,72.83673469387755,0,49,48,3,0.0,0,0.0,1.0208333333333333,226.875,No,0.0014
PRV52248,24,12750,531.25,3300,4.208333333333333,0.0,4.583333333333333,75.875,0,24,21,2,0.041666666666666664,0,0.0,1.1428571428571428,607.1428571428571,No,0.0066
