Provider,ClaimType,total_claims,total_billed,avg_billed,avg_claim_duration,avg_hospital_stay,FraudLabel,PotentialFraud
PRV51121,Inpatient,6,81000,13500.0,6.5,6.5,0,No
PRV51121,Outpatient,1,80,80.0,0.0,0.0,0,No
PRV51122,Outpatient,7,1120,160.0,0.0,0.0,0,No
PRV51123,Inpatient,2,9000,4500.0,2.5,2.5,0,No
PRV51123,Outpatient,29,17910,617.5862068965517,2.4827586206896552,0.0,0,No
PRV51125,Inpatient,12,110000,9166.666666666666,4.333333333333333,4.333333333333333,0,No
PRV51125,Outpatient,36,21310,591.9444444444445,1.8611111111111112,0.0,0,No
PRV51126,Inpatient,20,177000,8850.0,6.5,6.5,1,Yes
PRV51128,Inpatient,5,90000,18000.0,6.4,6.4,0,No
PRV51128,Outpatient,45,12220,271.55555555555554,1.8888888888888888,0.0,0,No
PRV51129,Outpatient,96,22920,238.75,1.3541666666666667,0.0,0,No
PRV51130,Outpatient,7,4970,710.0,2.857142857142857,0.0,0,No
PRV51131,Outpatient,8,1160,145.0,0.0,0.0,0,No
PRV51132,Inpatient,1,4000,4000.0,4.0,4.0,0,No
PRV51132,Outpatient,7,1330,190.0,1.4285714285714286,0.0,0,No
PRV51134,Outpatient,15,7610,507.3333333333333,2.6666666666666665,0.0,0,No
PRV51135,Outpatient,5,300,60.0,0.0,0.0,0,No
PRV51136,Inpatient,1,20000,20000.0,2.0,2.0,0,No
PRV51137,Inpatient,1,6000,6000.0,7.0,7.0,0,No
PRV51137,Outpatient,54,10050,186.11111111111111,0.07407407407407407,0.0,0,No
PRV51138,Inpatient,1,6000,6000.0,1.0,1.0,0,No
PRV51138,Outpatient,25,7430,297.2,1.56,0.0,0,No
PRV51139,Inpatient,7,41300,5900.0,3.857142857142857,3.857142857142857,0,No
PRV51139,Outpatient,36,11280,313.3333333333333,2.1944444444444446,0.0,0,No
PRV51140,Inpatient,47,307400,6540.425531914893,6.0212765957446805,6.0212765957446805,0,No
PRV51140,Outpatient,440,145730,331.20454545454544,1.6863636363636363,0.0,0,No
PRV51141,Outpatient,71,19490,274.50704225352115,1.732394366197183,0.0,0,No
PRV51142,Inpatient,7,97000,13857.142857142857,7.428571428571429,7.428571428571429,0,No
PRV51142,Outpatient,44,7570,172.04545454545453,1.0454545454545454,0.0,0,No
PRV51143,Outpatient,77,20450,265.5844155844156,0.987012987012987,0.0,0,No
PRV51144,Inpatient,4,53000,13250.0,5.0,5.0,0,No
PRV51144,Outpatient,26,8220,316.15384615384613,1.3076923076923077,0.0,0,No
PRV51145,Inpatient,161,1600600,9941.614906832297,5.937888198757764,5.937888198757764,1,Yes
PRV51145,Outpatient,41,5750,140.2439024390244,0.8292682926829268,0.0,1,Yes
PRV51146,Inpatient,162,1618200,9988.888888888889,5.049382716049383,5.049382716049383,1,Yes
PRV51146,Outpatient,190,62710,330.05263157894734,2.036842105263158,0.0,1,Yes
PRV51147,Outpatient,32,8860,276.875,2.5,0.0,0,No
PRV51148,Inpatient,34,398400,11717.64705882353,4.029411764705882,4.029411764705882,1,Yes
PRV51148,Outpatient,296,90260,304.93243243243245,1.597972972972973,0.0,1,Yes
PRV51149,Inpatient,116,1113000,9594.827586206897,5.612068965517241,5.612068965517241,1,Yes
PRV51149,Outpatient,32,7680,240.0,1.34375,0.0,1,Yes
PRV51151,Inpatient,22,142000,6454.545454545455,4.181818181818182,4.181818181818182,0,No
PRV51151,Outpatient,211,59300,281.042654028436,1.4360189573459716,0.0,0,No
PRV51152,Outpatient,83,25770,310.48192771084337,1.7228915662650603,0.0,0,No
PRV51153,Inpatient,4,51000,12750.0,8.75,8.75,0,No
PRV51153,Outpatient,83,20490,246.86746987951807,1.0481927710843373,0.0,0,No
PRV51154,Outpatient,161,45750,284.16149068322983,1.3229813664596273,0.0,0,No
PRV51155,Outpatient,115,26330,228.95652173913044,1.0434782608695652,0.0,0,No
PRV51156,Outpatient,542,140640,259.48339483394835,1.367158671586716,0.0,0,No
PRV51159,Inpatient,65,635660,9779.384615384615,5.630769230769231,5.630769230769231,1,Yes
PRV51159,Outpatient,504,162130,321.68650793650795,1.2380952380952381,0.0,1,Yes
PRV51160,Inpatient,90,866000,9622.222222222223,5.655555555555556,5.655555555555556,0,No
PRV51160,Outpatient,24,6020,250.83333333333334,1.9583333333333333,0.0,0,No
PRV51164,Inpatient,41,443000,10804.878048780487,6.2926829268292686,6.2926829268292686,0,No
PRV51164,Outpatient,350,113980,325.65714285714284,1.1171428571428572,0.0,0,No
PRV51165,Inpatient,26,306000,11769.23076923077,6.576923076923077,6.576923076923077,0,No
PRV51165,Outpatient,72,23700,329.1666666666667,0.9583333333333334,0.0,0,No
PRV51166,Inpatient,1,22000,22000.0,16.0,16.0,0,No
PRV51166,Outpatient,4,2870,717.5,0.0,0.0,0,No
PRV51167,Outpatient,190,51980,273.57894736842104,1.7421052631578948,0.0,0,No
PRV51168,Inpatient,9,63000,7000.0,5.222222222222222,5.222222222222222,0,No
PRV51168,Outpatient,78,17470,223.97435897435898,0.2564102564102564,0.0,0,No
PRV51169,Outpatient,77,19380,251.6883116883117,1.4935064935064934,0.0,0,No
PRV51170,Inpatient,8,145000,18125.0,6.25,6.25,1,Yes
PRV51170,Outpatient,8,820,102.5,0.0,0.0,1,Yes
PRV51171,Outpatient,59,13820,234.23728813559322,1.576271186440678,0.0,0,No
PRV51173,Inpatient,7,90000,12857.142857142857,7.857142857142857,7.857142857142857,1,Yes
PRV51173,Outpatient,15,6290,419.3333333333333,2.6666666666666665,0.0,1,Yes
PRV51175,Outpatient,41,9650,235.3658536585366,0.6585365853658537,0.0,0,No
PRV51176,Outpatient,445,145980,328.0449438202247,2.0651685393258425,0.0,0,No
PRV51178,Inpatient,34,422000,12411.764705882353,7.970588235294118,7.970588235294118,1,Yes
PRV51178,Outpatient,31,9180,296.1290322580645,0.7419354838709677,0.0,1,Yes
PRV51179,Outpatient,26,5000,192.30769230769232,0.8076923076923077,0.0,0,No
PRV51180,Inpatient,2,47000,23500.0,1.5,1.5,0,No
PRV51180,Outpatient,127,47240,371.9685039370079,1.6141732283464567,0.0,0,No
PRV51181,Outpatient,10,2150,215.0,2.6,0.0,0,No
PRV51183,Inpatient,41,336800,8214.634146341463,4.658536585365853,4.658536585365853,0,No
PRV51183,Outpatient,72,18990,263.75,1.2777777777777777,0.0,0,No
PRV51185,Outpatient,8,1590,198.75,0.0,0.0,0,No
PRV51186,Outpatient,2,100,50.0,0.0,0.0,0,No
PRV51189,Outpatient,56,8740,156.07142857142858,0.6071428571428571,0.0,0,No
PRV51190,Inpatient,3,24000,8000.0,3.6666666666666665,3.6666666666666665,0,No
PRV51190,Outpatient,63,15310,243.015873015873,0.4603174603174603,0.0,0,No
PRV51191,Outpatient,32,10990,343.4375,3.15625,0.0,0,No
PRV51194,Inpatient,2,18000,9000.0,3.0,3.0,0,No
PRV51194,Outpatient,7,540,77.14285714285714,0.0,0.0,0,No
PRV51196,Outpatient,720,197060,273.69444444444446,1.4027777777777777,0.0,0,No
PRV51198,Outpatient,6,360,60.0,0.0,0.0,0,No
PRV51200,Outpatient,19,4420,232.6315789473684,1.5789473684210527,0.0,0,No
PRV51201,Outpatient,45,10660,236.88888888888889,0.9777777777777777,0.0,0,No
PRV51202,Outpatient,12,5010,417.5,3.6666666666666665,0.0,0,No
PRV51203,Outpatient,21,15340,730.4761904761905,1.2380952380952381,0.0,0,No
PRV51204,Outpatient,499,155180,310.9819639278557,1.6673346693386772,0.0,0,No
PRV51205,Outpatient,10,4660,466.0,2.0,0.0,0,No
PRV51206,Outpatient,10,1560,156.0,0.6,0.0,0,No
PRV51207,Inpatient,3,51000,17000.0,14.0,14.0,0,No
PRV51209,Outpatient,42,9910,235.95238095238096,0.8333333333333334,0.0,0,No
PRV51210,Outpatient,9,2890,321.1111111111111,0.0,0.0,0,No
PRV51211,Outpatient,2,100,50.0,0.0,0.0,0,No
PRV51212,Outpatient,15,6260,417.3333333333333,1.9333333333333333,0.0,0,No
PRV51213,Outpatient,2,50,25.0,0.0,0.0,0,No
PRV51214,Outpatient,8,3200,400.0,0.75,0.0,0,No
PRV51215,Outpatient,10,1610,161.0,0.7,0.0,0,No
PRV51216,Outpatient,71,15560,219.1549295774648,1.8309859154929577,0.0,0,No
PRV51217,Outpatient,5,2930,586.0,4.0,0.0,0,No
PRV51218,Outpatient,7,520,74.28571428571429,0.0,0.0,0,No
PRV51219,Outpatient,8,5330,666.25,2.5,0.0,0,No
PRV51221,Outpatient,1,70,70.0,0.0,0.0,0,No
PRV51222,Outpatient,5,860,172.0,0.0,0.0,0,No
PRV51224,Outpatient,7,3130,447.14285714285717,0.0,0.0,0,No
PRV51225,Outpatient,8,1190,148.75,0.0,0.0,0,No
PRV51226,Outpatient,20,7430,371.5,1.0,0.0,0,No
PRV51228,Outpatient,5,430,86.0,0.0,0.0,0,No
PRV51229,Outpatient,47,12410,264.0425531914894,1.2127659574468086,0.0,0,No
PRV51230,Outpatient,30,12490,416.3333333333333,1.0,0.0,0,No
PRV51231,Inpatient,2,16000,8000.0,9.5,9.5,0,No
PRV51232,Inpatient,1,26000,26000.0,9.0,9.0,0,No
PRV51233,Inpatient,3,27000,9000.0,4.333333333333333,4.333333333333333,0,No
PRV51234,Inpatient,5,29000,5800.0,8.2,8.2,0,No
PRV51235,Inpatient,2,10000,5000.0,2.5,2.5,0,No
PRV51236,Inpatient,1,12000,12000.0,1.0,1.0,0,No
PRV51237,Inpatient,1,19000,19000.0,1.0,1.0,0,No
PRV51238,Inpatient,8,132000,16500.0,13.625,13.625,0,No
PRV51239,Inpatient,1,5000,5000.0,3.0,3.0,0,No
PRV51240,Inpatient,11,81000,7363.636363636364,5.545454545454546,5.545454545454546,0,No
PRV51240,Outpatient,49,13020,265.7142857142857,2.36734693877551,0.0,0,No
PRV51241,Inpatient,10,78000,7800.0,6.8,6.8,0,No
PRV51241,Outpatient,50,12210,244.2,0.82,0.0,0,No
PRV51242,Inpatient,11,88000,8000.0,5.545454545454546,5.545454545454546,1,Yes
PRV51242,Outpatient,100,29200,292.0,1.15,0.0,1,Yes
PRV51243,Outpatient,36,6330,175.83333333333334,0.6666666666666666,0.0,0,No
PRV51244,Inpatient,200,1796100,8980.5,5.885,5.885,1,Yes
PRV51244,Outpatient,1215,357890,294.559670781893,1.2674897119341564,0.0,1,Yes
PRV51245,Inpatient,4,20000,5000.0,2.75,2.75,0,No
PRV51245,Outpatient,169,63630,376.50887573964496,1.4970414201183433,0.0,0,No
PRV51247,Inpatient,10,74000,7400.0,3.8,3.8,0,No
PRV51247,Outpatient,24,2240,93.33333333333333,1.625,0.0,0,No
PRV51248,Inpatient,1,23000,23000.0,6.0,6.0,0,No
PRV51248,Outpatient,1,500,500.0,0.0,0.0,0,No
PRV51249,Inpatient,51,506000,9921.56862745098,7.215686274509804,7.294117647058823,1,Yes
PRV51249,Outpatient,75,15330,204.4,1.0533333333333332,0.0,1,Yes
PRV51250,Outpatient,85,22560,265.4117647058824,1.2352941176470589,0.0,0,No
PRV51251,Outpatient,11,3590,326.3636363636364,3.8181818181818183,0.0,0,No
PRV51252,Inpatient,18,142000,7888.888888888889,4.111111111111111,4.111111111111111,0,No
PRV51252,Outpatient,69,12930,187.3913043478261,1.144927536231884,0.0,0,No
PRV51253,Outpatient,85,21740,255.76470588235293,1.0235294117647058,0.0,0,No
PRV51255,Inpatient,2,11000,5500.0,5.0,5.0,0,No
PRV51255,Outpatient,72,29570,410.69444444444446,2.2083333333333335,0.0,0,No
PRV51256,Outpatient,95,38550,405.7894736842105,1.7473684210526317,0.0,0,No
PRV51258,Inpatient,8,98000,12250.0,4.5,4.5,0,No
PRV51258,Outpatient,6,1660,276.6666666666667,3.6666666666666665,0.0,0,No
PRV51259,Inpatient,4,150000,37500.0,6.25,6.25,0,No
PRV51259,Outpatient,17,1960,115.29411764705883,1.1764705882352942,0.0,0,No
PRV51260,Inpatient,3,78000,26000.0,8.666666666666666,8.666666666666666,0,No
PRV51260,Outpatient,59,14390,243.89830508474577,2.3220338983050848,0.0,0,No
PRV51261,Inpatient,26,245000,9423.076923076924,5.576923076923077,5.576923076923077,0,No
PRV51261,Outpatient,116,25170,216.98275862068965,1.9741379310344827,0.0,0,No
PRV51262,Outpatient,60,16270,271.1666666666667,1.2666666666666666,0.0,0,No
PRV51263,Inpatient,18,210000,11666.666666666666,9.166666666666666,9.166666666666666,1,Yes
PRV51263,Outpatient,26,8170,314.2307692307692,1.6923076923076923,0.0,1,Yes
PRV51264,Outpatient,39,5270,135.12820512820514,0.6153846153846154,0.0,0,No
PRV51265,Outpatient,160,45770,286.0625,1.58125,0.0,0,No
PRV51266,Inpatient,10,78300,7830.0,6.9,6.9,0,No
PRV51266,Outpatient,82,24600,300.0,1.024390243902439,0.0,0,No
PRV51267,Inpatient,2,9000,4500.0,3.0,3.0,0,No
PRV51267,Outpatient,12,3870,322.5,0.0,0.0,0,No
PRV51271,Inpatient,2,17000,8500.0,4.0,4.0,0,No
PRV51271,Outpatient,121,26180,216.36363636363637,0.7603305785123967,0.0,0,No
PRV51272,Inpatient,2,22000,11000.0,3.0,3.0,0,No
PRV51272,Outpatient,77,28760,373.5064935064935,2.0,0.0,0,No
PRV51273,Outpatient,553,131340,237.50452079566003,1.2513562386980108,0.0,0,No
PRV51274,Inpatient,10,165000,16500.0,3.6,3.6,0,No
PRV51274,Outpatient,48,10720,223.33333333333334,1.0416666666666667,0.0,0,No
PRV51276,Inpatient,14,116000,8285.714285714286,4.357142857142857,4.357142857142857,0,No
PRV51276,Outpatient,53,17980,339.24528301886795,1.0188679245283019,0.0,0,No
PRV51277,Inpatient,10,121000,12100.0,5.0,5.0,0,No
PRV51277,Outpatient,49,20190,412.0408163265306,1.2244897959183674,0.0,0,No
PRV51279,Outpatient,224,59840,267.14285714285717,1.3883928571428572,0.0,0,No
PRV51280,Outpatient,39,20250,519.2307692307693,1.3333333333333333,0.0,0,No
PRV51281,Outpatient,259,89470,345.44401544401546,1.393822393822394,0.0,0,No
PRV51282,Inpatient,8,66000,8250.0,3.375,3.625,0,No
PRV51282,Outpatient,51,11330,222.15686274509804,1.5686274509803921,0.0,0,No
PRV51284,Inpatient,17,182000,10705.882352941177,5.764705882352941,5.764705882352941,0,No
PRV51284,Outpatient,360,97860,271.8333333333333,1.5222222222222221,0.0,0,No
PRV51285,Inpatient,15,161000,10733.333333333334,7.333333333333333,7.333333333333333,0,No
PRV51285,Outpatient,153,35120,229.54248366013073,0.803921568627451,0.0,0,No
PRV51286,Inpatient,15,136000,9066.666666666666,5.2,5.2,0,No
PRV51286,Outpatient,55,9170,166.72727272727272,0.8727272727272727,0.0,0,No
PRV51287,Outpatient,78,25700,329.4871794871795,1.6282051282051282,0.0,0,No
PRV51288,Inpatient,3,37000,12333.333333333334,3.3333333333333335,3.3333333333333335,0,No
PRV51288,Outpatient,5,360,72.0,3.2,0.0,0,No
PRV51289,Outpatient,92,46300,503.2608695652174,3.032608695652174,0.0,0,No
PRV51290,Outpatient,113,14990,132.65486725663717,0.9469026548672567,0.0,0,No
PRV51292,Outpatient,22,3970,180.45454545454547,3.5454545454545454,0.0,0,No
PRV51293,Outpatient,88,21200,240.9090909090909,1.4090909090909092,0.0,0,No
PRV51295,Outpatient,7,1950,278.57142857142856,2.857142857142857,0.0,0,No
PRV51296,Inpatient,3,33000,11000.0,11.666666666666666,11.666666666666666,0,No
PRV51296,Outpatient,27,5630,208.5185185185185,1.4814814814814814,0.0,0,No
PRV51297,Inpatient,5,51000,10200.0,2.6,2.6,0,No
PRV51297,Outpatient,65,26090,401.38461538461536,1.0,0.0,0,No
PRV51298,Outpatient,100,31120,311.2,1.16,0.0,0,No
PRV51299,Outpatient,37,6230,168.3783783783784,2.189189189189189,0.0,0,No
PRV51300,Inpatient,7,93000,13285.714285714286,3.5714285714285716,3.5714285714285716,0,No
PRV51300,Outpatient,45,14540,323.1111111111111,2.0,0.0,0,No
PRV51301,Inpatient,6,108000,18000.0,9.666666666666666,9.666666666666666,0,No
PRV51301,Outpatient,106,28910,272.7358490566038,0.7735849056603774,0.0,0,No
PRV51302,Inpatient,10,76000,7600.0,3.9,3.9,0,No
PRV51302,Outpatient,33,4710,142.72727272727272,0.06060606060606061,0.0,0,No
PRV51303,Outpatient,93,36110,388.2795698924731,1.3118279569892473,0.0,0,No
PRV51304,Inpatient,2,28000,14000.0,4.0,4.0,0,No
PRV51304,Outpatient,49,11350,231.6326530612245,0.6122448979591837,0.0,0,No
PRV51305,Inpatient,11,98000,8909.09090909091,6.2727272727272725,6.2727272727272725,0,No
PRV51305,Outpatient,38,15400,405.2631578947368,2.1052631578947367,0.0,0,No
PRV51306,Outpatient,17,3700,217.64705882352942,3.411764705882353,0.0,0,No
PRV51307,Outpatient,37,6940,187.56756756756758,1.6216216216216217,0.0,0,No
PRV51308,Outpatient,35,13790,394.0,1.5714285714285714,0.0,0,No
PRV51309,Outpatient,18,3790,210.55555555555554,0.05555555555555555,0.0,0,No
PRV51311,Inpatient,3,13000,4333.333333333333,4.0,4.0,0,No
